Billing Group,Invoice Status,Servicing Dealer,Dealer Invoice,Requested Amount,Approved Amount,Invoice Create Date,Invoice Issue?
 AZ,Raymond Paid,60790,V10325975,202.5,202.5,07-02-2021,No
 CO,Raymond Paid,60792,V20082100,306.52,306.52,07-02-2021,Yes
 AZ,Raymond Paid,60790,V10325978,340,340,07-02-2021,No
 BL,Raymond Paid,60790,V10325948,403.65,403.65,07-02-2021,No
 HD,Raymond Paid,60790,V10326005,489.45,489.45,07-02-2021,Yes
 BZ,Raymond Paid,60792,V20082232,1015.56,1015.56,07-02-2021,Yes
 AZ,Raymond Paid,60790,V10325987,1037.9,1037.9,07-02-2021,No
 WM,Raymond Paid,60792,V20082297,1319.42,1319.42,07-02-2021,Yes
 WW,Raymond Paid,60791,V30103405,81.88,81.88,07-06-2021,Yes
 ARM,Raymond Paid,60791,V30103410,95,95,07-06-2021,Yes
 ARM,Raymond Paid,60791,V30103415,101.79,101.79,07-06-2021,Yes
 ARM,Raymond Paid,60791,V30103414,110.56,110.56,07-06-2021,Yes
 ARM,Raymond Paid,60791,V30103409,111.88,111.88,07-06-2021,Yes
 AZ,Raymond Paid,60791,V30103417,120.45,120.45,07-06-2021,Yes
 AZ,Raymond Paid,60791,V30103418,135,135,07-06-2021,Yes
 ARM,Raymond Paid,60791,V30103411,137.25,137.25,07-06-2021,Yes
 TSI,Raymond Paid,60790,V40005783,150.04,150.04,07-06-2021,No
 ARM,Raymond Paid,60791,V30103412,169.57,169.57,07-06-2021,Yes
 KN,Raymond Paid,60791,V30103406,199.62,199.62,07-06-2021,Yes
 KN,Raymond Paid,60791,V30103407,223.88,223.88,07-06-2021,No
 AZ,Raymond Paid,60791,V30103419,376.44,376.44,07-06-2021,Yes
 AZ,Raymond Paid,60791,V30103416,534.79,534.79,07-06-2021,Yes
 AZ,Raymond Paid,60791,V30103428,591.83,591.83,07-06-2021,Yes
 AZ,Raymond Paid,60791,V30103420,702.21,702.21,07-06-2021,Yes
 ARM,Raymond Paid,60791,V30103413,793.96,793.96,07-06-2021,Yes
 MFD,Raymond Paid,60790,V10326191,85,85,07-07-2021,No
 MFD,Raymond Paid,60790,V10326192,85,85,07-07-2021,No
 MFD,Raymond Paid,60790,V10326193,85,85,07-07-2021,Yes
 MFD,Raymond Paid,60790,V10326194,85,85,07-07-2021,No
 MFD,Raymond Paid,60790,V10326195,85,85,07-07-2021,No
 MFD,Raymond Paid,60790,V10326196,85,85,07-07-2021,No
 UA,Raymond Paid,60790,V10326180,169.58,169.58,07-07-2021,No
 WM,Raymond Paid,60790,V10326169,194.23,194.23,07-07-2021,Yes
 UA,Raymond Paid,60790,V10326171,320.06,320.06,07-07-2021,Yes
 UA,Raymond Paid,60790,V10326172,320.06,320.06,07-07-2021,Yes
 LME,Raymond Paid,60790,V10326161,418,418,07-07-2021,Yes
 TCI,Raymond Paid,60790,V10326185,568.36,568.36,07-07-2021,No
 KH,Raymond Paid,60790,V10326203,655.5,655.5,07-07-2021,No
 TCI,Raymond Paid,60790,V10326184,745.42,745.42,07-07-2021,No
 ML,Raymond Paid,60791,V30103475,27.23,27.23,07-08-2021,Yes
 ML,Raymond Paid,60791,V30103474,54.45,54.45,07-08-2021,Yes
 AZ,Raymond Paid,60790,V40005833,113.4,113.4,07-08-2021,No
 KH,Raymond Paid,60790,V10326233,138,138,07-08-2021,No
 KH,Raymond Paid,60790,V10326234,172.5,172.5,07-08-2021,No
 AZ,Raymond Paid,60791,V30103469,180,180,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103478,250,250,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103482,250,250,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103483,250,250,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103485,250,250,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103487,250,250,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103479,256.88,256.88,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103477,257.46,257.46,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103486,258.05,258.05,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103484,272.39,272.39,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103481,278.98,278.98,07-08-2021,Yes
 WM,Raymond Paid,60791,V30103480,283.51,283.51,07-08-2021,Yes
 SC,Raymond Paid,60791,V30103476,445.42,445.42,07-08-2021,Yes
 KH,Raymond Paid,60790,V40005838,193.2,193.2,07-09-2021,No
 WM,Raymond Paid,60790,V10326324,313.6,313.6,07-09-2021,No
 HD,Raymond Paid,60790,V10326289,321.6,321.6,07-09-2021,Yes
 AZ,Raymond Paid,60790,V10326327,450,450,07-09-2021,No
 AZ,Raymond Paid,60790,V10326331,633.64,633.64,07-09-2021,No
 AZ,Raymond Paid,60790,V10326339,1970,1970,07-09-2021,No
 PTN,Raymond Paid,60790,V40005643,138.06,138.06,07-12-2021,Yes
 XPO,Denied,60791,V30103579,437.06,0,07-13-2021,Yes
 AZ,Raymond Paid,60790,V10326560,22.5,22.5,07-13-2021,No
 HD,Raymond Paid,60791,V30103585,55,55,07-13-2021,No
 KN,Raymond Paid,60791,V30103577,74.7,74.7,07-13-2021,No
 AZ,Raymond Paid,60790,V10326593,90,90,07-13-2021,No
 AZ,Raymond Paid,60790,V10326594,105.11,105.11,07-13-2021,No
 AZ,Raymond Paid,60791,V30103580,112.5,112.5,07-13-2021,Yes
 AZ,Raymond Paid,60790,V10326584,180,180,07-13-2021,No
 KH,Raymond Paid,60790,V40005846,183.54,183.54,07-13-2021,No
 SC,Raymond Paid,60791,V30103600,185.05,185.05,07-13-2021,Yes
 HD,Raymond Paid,60791,V30103584,197.33,197.33,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103592,250,250,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103593,250,250,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103594,250,250,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103595,250,250,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103591,257.46,257.46,07-13-2021,Yes
 AZ,Raymond Paid,60790,V10326589,337.5,337.5,07-13-2021,No
 XPO,Raymond Paid,60791,V30103582,358.5,358.5,07-13-2021,Yes
 HF,Raymond Paid,60792,V20081754,363.38,363.38,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103590,452.89,452.89,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103586,612.01,612.01,07-13-2021,Yes
 AZ,Raymond Paid,60791,V30103581,681,681,07-13-2021,Yes
 AZ,Raymond Paid,60790,V10326554,757.39,757.39,07-13-2021,Yes
 AZ,Raymond Paid,60790,V10326555,803.29,803.29,07-13-2021,Yes
 XPO,Raymond Paid,60791,V30103578,859.61,859.61,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103587,887.58,887.58,07-13-2021,Yes
 AZ,Raymond Paid,60790,V10326476,1500,1500,07-13-2021,No
 AZ,Raymond Paid,60790,V10326482,1500,1500,07-13-2021,No
 XPO,Raymond Paid,60791,V30100308,3396.65,3396.65,07-13-2021,Yes
 WM,Raymond Paid,60791,V30103589,4614.58,4614.58,07-13-2021,Yes
 ITL,Raymond Paid,60790,V10325144,163.55,163.55,07-14-2021,Yes
 AZ,Raymond Paid,60790,V10326876,22.5,22.5,07-15-2021,No
 AZ,Raymond Paid,60790,V10326882,45,45,07-15-2021,No
 AZ,Raymond Paid,60790,V10326881,52.31,52.31,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326875,67.5,67.5,07-15-2021,No
 AZ,Raymond Paid,60790,V10326883,67.5,67.5,07-15-2021,No
 AZ,Raymond Paid,60790,V10326896,67.5,67.5,07-15-2021,No
 AZ,Raymond Paid,60790,V10326878,75,75,07-15-2021,No
 AZ,Raymond Paid,60790,V10326898,80,80,07-15-2021,No
 AZ,Raymond Paid,60790,V10326863,168.75,168.75,07-15-2021,No
 AZ,Raymond Paid,60790,V10326887,180,180,07-15-2021,No
 AZ,Raymond Paid,60790,V10326859,292.5,292.5,07-15-2021,No
 AZ,Raymond Paid,60790,V10326877,378.07,378.07,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326894,399.7,399.7,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326862,564.52,564.52,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326870,1011.77,1011.77,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326871,1079.27,1079.27,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326869,1213.49,1213.49,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326866,1304.27,1304.27,07-15-2021,Yes
 AZ,Raymond Paid,60790,V10326873,1551.5,1551.5,07-15-2021,Yes
 WM,Raymond Paid,60790,V10326941,2900.51,2900.51,07-15-2021,No
 HD,Raymond Paid,60791,V30103694,20.88,20.88,07-16-2021,Yes
 HD,Raymond Paid,60790,V10327044,55,55,07-16-2021,No
 AZ,Raymond Paid,60791,V30103706,67.5,67.5,07-16-2021,Yes
 HD,Raymond Paid,60790,V10327045,75,75,07-16-2021,No
 AZ,Raymond Paid,60790,V10327003,80,80,07-16-2021,No
 TCI,Raymond Paid,60790,V10327042,85,85,07-16-2021,No
 HD,Raymond Paid,60790,V10327046,85,85,07-16-2021,Yes
 HD,Raymond Paid,60790,V10327047,85,85,07-16-2021,Yes
 ML,Raymond Paid,60791,V30103692,85,85,07-16-2021,No
 ITL,Raymond Paid,60790,V10327014,96.61,96.61,07-16-2021,No
 AZ,Raymond Paid,60791,V30103704,119.62,119.62,07-16-2021,Yes
 TCI,Raymond Paid,60790,V10327043,138,138,07-16-2021,No
 KH,Raymond Paid,60790,V10327026,172.5,172.5,07-16-2021,No
 HD,Raymond Paid,60791,V30103697,217.66,217.66,07-16-2021,Yes
 AZ,Raymond Paid,60790,V10327006,225,225,07-16-2021,No
 WM,Raymond Paid,60791,V30103700,250,250,07-16-2021,Yes
 WM,Raymond Paid,60791,V30103702,250,250,07-16-2021,Yes
 KH,Raymond Paid,60790,V10327025,288.85,288.85,07-16-2021,Yes
 WM,Raymond Paid,60791,V30103701,299.3,299.3,07-16-2021,Yes
 WM,Raymond Paid,60791,V30103699,303.51,303.51,07-16-2021,Yes
 KH,Raymond Paid,60790,V10327029,310.5,310.5,07-16-2021,No
 HD,Raymond Paid,60791,V30103695,420.99,420.99,07-16-2021,Yes
 AZ,Raymond Paid,60791,V30103705,427.5,427.5,07-16-2021,Yes
 AZ,Raymond Paid,60791,V30103707,536.9,536.9,07-16-2021,Yes
 AZ,Raymond Paid,60791,V30103703,604.33,604.33,07-16-2021,Yes
 HD,Raymond Paid,60791,V30103696,646.12,646.12,07-16-2021,Yes
 WM,Raymond Paid,60791,V30103698,734.72,734.72,07-16-2021,Yes
 HD,Raymond Paid,60790,V10327040,745.6,745.6,07-16-2021,Yes
 ARM,Raymond Paid,60791,V30103693,1489.19,1489.19,07-16-2021,Yes
 HDD,Raymond Paid,60790,V10327155,55,55,07-19-2021,No
 HDD,Raymond Paid,60790,V10327156,55,55,07-19-2021,No
 HD,Raymond Paid,60790,V10327189,55,55,07-19-2021,No
 HD,Raymond Paid,60790,V10327234,55,55,07-19-2021,No
 HD,Raymond Paid,60790,V10327194,75,75,07-19-2021,No
 HDD,Raymond Paid,60790,V10327158,85,85,07-19-2021,No
 HDD,Raymond Paid,60790,V10327163,85,85,07-19-2021,Yes
 HDD,Raymond Paid,60790,V10327167,85,85,07-19-2021,No
 HDD,Raymond Paid,60790,V10327168,85,85,07-19-2021,No
 HD,Raymond Paid,60790,V10327191,85,85,07-19-2021,No
 HD,Raymond Paid,60790,V10327192,85,85,07-19-2021,No
 HD,Raymond Paid,60790,V10327231,85,85,07-19-2021,No
 HD,Raymond Paid,60790,V10327232,85,85,07-19-2021,No
 HD,Raymond Paid,60790,V10327235,85,85,07-19-2021,No
 HD,Raymond Paid,60790,V10327238,85,85,07-19-2021,No
 HD,Raymond Paid,60790,V10327240,85,85,07-19-2021,No
 AZ,Raymond Paid,60790,V40005863,101.7,101.7,07-19-2021,No
 HD,Raymond Paid,60790,V10327195,137.38,137.38,07-19-2021,No
 HD,Raymond Paid,60790,V10327213,137.38,137.38,07-19-2021,No
 HD,Raymond Paid,60790,V10327202,144.71,144.71,07-19-2021,Yes
 AZ,Raymond Paid,60790,V10327273,180,180,07-19-2021,No
 AZ,Raymond Paid,60790,V10327265,202.5,202.5,07-19-2021,Yes
 HD,Raymond Paid,60790,V10327203,304.47,304.47,07-19-2021,Yes
 AZ,Raymond Paid,60790,V10327263,313.68,313.68,07-19-2021,Yes
 HD,Raymond Paid,60790,V10327233,381.21,381.21,07-19-2021,No
 HD,Raymond Paid,60790,V10327228,463.39,463.39,07-19-2021,Yes
 WM,Raymond Paid,60790,V10327179,472.29,472.29,07-19-2021,No
 HDD,Raymond Paid,60790,V10327160,680.08,680.08,07-19-2021,Yes
 AZ,Raymond Paid,60790,V10327277,2836.31,2836.31,07-19-2021,Yes
 AZ,Raymond Paid,60790,V10327367,29.81,29.81,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327369,29.81,29.81,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327366,45,45,07-20-2021,No
 HD,Raymond Paid,60790,V10327323,75,75,07-20-2021,No
 AZ,Raymond Paid,60790,V10327365,75,75,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327368,75,75,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327370,80,80,07-20-2021,Yes
 HD,Raymond Paid,60790,V10327321,85,85,07-20-2021,No
 HD,Raymond Paid,60790,V10327355,86.28,86.28,07-20-2021,No
 UA,Raymond Paid,60790,V10327314,113.06,113.06,07-20-2021,No
 SC,Raymond Paid,60790,V10327318,125.48,125.48,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327372,131.33,131.33,07-20-2021,Yes
 AZ,Raymond Paid,60791,V30103773,132.48,132.48,07-20-2021,Yes
 HD,Raymond Paid,60790,V10327358,163.2,163.2,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327375,165,165,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327364,180,180,07-20-2021,No
 KH,Raymond Paid,60790,V10327359,191.35,191.35,07-20-2021,Yes
 TCI,Raymond Paid,60790,V10327315,193.2,193.2,07-20-2021,No
 AZ,Raymond Paid,60790,V40005868,205.2,205.2,07-20-2021,No
 UA,Raymond Paid,60790,V10327309,255.75,255.75,07-20-2021,Yes
 AZ,Raymond Paid,60790,V10327300,270,270,07-20-2021,No
 HD,Raymond Paid,60790,V10327327,364.26,364.26,07-20-2021,No
 KH,Raymond Paid,60790,V10327363,394.2,394.2,07-20-2021,Yes
 UA,Raymond Paid,60790,V10327312,423.94,423.94,07-20-2021,Yes
 UA,Raymond Paid,60790,V10327311,513.78,513.78,07-20-2021,Yes
 HD,Raymond Paid,60790,V10327336,568.5,568.5,07-20-2021,Yes
 WM,Raymond Paid,60790,V10327362,575.05,575.05,07-20-2021,No
 AZ,Raymond Paid,60791,V30103763,2644.04,2644.04,07-20-2021,Yes
 KN,Reversed - Final,60791,V30103471,252.17,0,07-20-2021,Yes
 HS,Raymond Paid,60790,V10327513,65,65,07-21-2021,No
 HS,Raymond Paid,60790,V10327511,85,85,07-21-2021,No
 HS,Raymond Paid,60790,V10327506,95,95,07-21-2021,No
 HS,Raymond Paid,60790,V10327508,95,95,07-21-2021,No
 HS,Raymond Paid,60790,V10327509,95,95,07-21-2021,No
 HS,Raymond Paid,60790,V10327510,95,95,07-21-2021,No
 WM,Raymond Paid,60792,V20082696,464.4,464.4,07-21-2021,No
 HD,Raymond Paid,60792,V20082464,584.02,584.02,07-21-2021,Yes
 HD,Raymond Paid,60792,V20082425,830.6,830.6,07-21-2021,Yes
 ML,Raymond Paid,60791,V30103836,47.46,47.46,07-22-2021,No
 ML,Raymond Paid,60791,V30103834,50,50,07-22-2021,No
 ML,Raymond Paid,60791,V30103835,50,50,07-22-2021,No
 ML,Raymond Paid,60791,V30103829,54.45,54.45,07-22-2021,Yes
 AZ,Raymond Paid,60791,V30103821,59,59,07-22-2021,No
 AZ,Raymond Paid,60791,V30103825,59,59,07-22-2021,Yes
 AZ,Raymond Paid,60791,V30103827,59,59,07-22-2021,Yes
 AZ,Raymond Paid,60791,V30103828,59,59,07-22-2021,Yes
 HS,Raymond Paid,60790,V10327600,65,65,07-22-2021,No
 HS,Raymond Paid,60790,V10327602,65,65,07-22-2021,No
 HS,Raymond Paid,60790,V10327610,65,65,07-22-2021,Yes
 HS,Raymond Paid,60790,V10327614,65,65,07-22-2021,No
 HS,Raymond Paid,60790,V10327626,65,65,07-22-2021,No
 ML,Raymond Paid,60791,V30103833,65,65,07-22-2021,No
 ML,Raymond Paid,60791,V30103837,65,65,07-22-2021,No
 AZ,Raymond Paid,60791,V30103818,75,75,07-22-2021,No
 AZ,Raymond Paid,60791,V30103826,75,75,07-22-2021,Yes
 ML,Raymond Paid,60791,V30103830,79.93,79.93,07-22-2021,Yes
 AZ,Raymond Paid,60791,V30103819,80,80,07-22-2021,No
 AZ,Raymond Paid,60791,V30103820,80,80,07-22-2021,No
 HS,Raymond Paid,60790,V10327608,85,85,07-22-2021,No
 HS,Raymond Paid,60790,V10327612,85,85,07-22-2021,No
 HS,Raymond Paid,60790,V10327616,85,85,07-22-2021,No
 HS,Raymond Paid,60790,V10327628,85,85,07-22-2021,No
 HS,Raymond Paid,60790,V10327629,85,85,07-22-2021,No
 ML,Raymond Paid,60791,V30103831,85,85,07-22-2021,No
 HD,Raymond Paid,60791,V30103840,85,85,07-22-2021,No
 AZ,Raymond Paid,60791,V30103823,90,90,07-22-2021,Yes
 AZ,Raymond Paid,60790,V10327565,95,95,07-22-2021,No
 AZ,Raymond Paid,60790,V10327570,95,95,07-22-2021,No
 AZ,Raymond Paid,60790,V10327571,95,95,07-22-2021,No
 AZ,Raymond Paid,60790,V10327575,95,95,07-22-2021,Yes
 AZ,Raymond Paid,60790,V10327577,95,95,07-22-2021,No
 HS,Raymond Paid,60790,V10327605,95,95,07-22-2021,No
 HS,Raymond Paid,60790,V10327615,95,95,07-22-2021,No
 HS,Raymond Paid,60790,V10327619,95,95,07-22-2021,No
 HS,Raymond Paid,60790,V10327621,95,95,07-22-2021,No
 HS,Raymond Paid,60790,V10327622,95,95,07-22-2021,No
 ML,Raymond Paid,60791,V30103838,95,95,07-22-2021,No
 ML,Raymond Paid,60791,V30103832,99.93,99.93,07-22-2021,Yes
 WM,Raymond Paid,60791,V30102523,112.5,112.5,07-22-2021,Yes
 WW,Raymond Paid,60791,V30102688,114.4,114.4,07-22-2021,Yes
 WW,Raymond Paid,60791,V30103470,114.4,114.4,07-22-2021,Yes
 AZ,Raymond Paid,60791,V30103814,157.5,157.5,07-22-2021,No
 AZ,Raymond Paid,60791,V30103816,157.5,157.5,07-22-2021,No
 AZ,Raymond Paid,60791,V30103817,225,225,07-22-2021,No
 AZ,Raymond Paid,60791,V30103824,238.29,238.29,07-22-2021,Yes
 WM,Raymond Paid,60791,V30103028,318.75,318.75,07-22-2021,Yes
 WM,Raymond Paid,60791,V30102724,356.25,356.25,07-22-2021,Yes
 AZ,Raymond Paid,60791,V30103815,371.25,371.25,07-22-2021,Yes
 OD,Raymond Paid,60790,V10327673,667.7,667.7,07-22-2021,Yes
 WM,Raymond Paid,60791,V30103812,746.57,746.57,07-22-2021,Yes
 WM,Raymond Paid,60791,V30103813,786.25,786.25,07-22-2021,Yes
 WM,Raymond Paid,60791,V30103839,789.23,789.23,07-22-2021,Yes
 BKR,Raymond Paid,60791,V30103473,875.67,875.67,07-22-2021,Yes
 AZ,Raymond Paid,60791,V30103822,1114.74,1114.74,07-22-2021,Yes
 TCI,Raymond Paid,60790,V10327668,1225.33,1225.33,07-22-2021,Yes
 UA,Raymond Paid,60791,V30103789,1808,1808,07-22-2021,Yes
 AZ,Raymond Paid,60790,V40005886,130,130,07-23-2021,No
 ITL,Raymond Paid,60790,V10327801,178.16,178.16,07-23-2021,No
 HD,Raymond Paid,60792,V20082757,200.23,200.23,07-23-2021,Yes
 CO,Raymond Paid,60792,V20081870,242.52,242.52,07-23-2021,No
 CO,Raymond Paid,60792,V20081871,242.52,242.52,07-23-2021,No
 CO,Raymond Paid,60792,V20082032,242.52,242.52,07-23-2021,No
 HD,Raymond Paid,60792,V20082755,374.99,374.99,07-23-2021,Yes
 AZ,Raymond Paid,60790,V10327795,883.42,883.42,07-23-2021,No
 AZ,Raymond Paid,60790,V10328140,59,59,07-26-2021,No
 ITL,Raymond Paid,60790,V10328157,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328158,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328159,75,75,07-26-2021,Yes
 ITL,Raymond Paid,60790,V10328160,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328161,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328162,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328163,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328164,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328167,75,75,07-26-2021,No
 ITL,Raymond Paid,60790,V10328170,75,75,07-26-2021,No
 AZ,Raymond Paid,60790,V40005891,80,80,07-26-2021,No
 ITL,Raymond Paid,60790,V10328165,85,85,07-26-2021,No
 ITL,Raymond Paid,60790,V10328168,85,85,07-26-2021,No
 ITL,Raymond Paid,60790,V10328171,85,85,07-26-2021,No
 AZ,Raymond Paid,60790,V10328134,183.6,183.6,07-26-2021,Yes
 AZ,Raymond Paid,60790,V10328145,270,270,07-26-2021,No
 PCS,Raymond Paid,60790,V10327962,289.13,289.13,07-26-2021,No
 HD,Raymond Paid,60790,V10328071,306.31,306.31,07-26-2021,Yes
 AZ,Raymond Paid,60790,V10328149,414.01,414.01,07-26-2021,Yes
 HD,Raymond Paid,60790,V10328030,509.23,509.23,07-26-2021,Yes
 BKR,Raymond Paid,60790,V10328026,1104.11,1104.11,07-26-2021,No
 HD,Raymond Paid,60790,V10328110,1160.02,1160.02,07-26-2021,Yes
 HS,Raymond Paid,60790,V10328044,1636.94,1636.94,07-26-2021,No
 GS,Raymond Paid,60790,V10328003,3236.77,3236.77,07-26-2021,Yes
 WM,Raymond Paid,60790,IP00029099,11.48,11.48,07-27-2021,Yes
 WM,Raymond Paid,60790,IP00029096,28.24,28.24,07-27-2021,No
 WM,Raymond Paid,60790,IP00029100,46.9,46.9,07-27-2021,Yes
 WM,Raymond Paid,60790,IP00029095,58.27,58.27,07-27-2021,No
 UA,Raymond Paid,60790,V10328224,65.13,65.13,07-27-2021,Yes
 UA,Raymond Paid,60790,V10328231,65.13,65.13,07-27-2021,Yes
 WM,Raymond Paid,60790,IP00029097,69.72,69.72,07-27-2021,Yes
 HD,Raymond Paid,60790,V10328292,75,75,07-27-2021,Yes
 UA,Raymond Paid,60790,V10328219,84,84,07-27-2021,No
 UA,Raymond Paid,60790,V10328220,84,84,07-27-2021,No
 UA,Raymond Paid,60790,V10328221,84,84,07-27-2021,No
 UA,Raymond Paid,60790,V10328222,84,84,07-27-2021,Yes
 UA,Raymond Paid,60790,V10328226,84,84,07-27-2021,Yes
 UA,Raymond Paid,60790,V10328228,84,84,07-27-2021,No
 UA,Raymond Paid,60790,V10328232,84,84,07-27-2021,No
 UA,Raymond Paid,60790,V10328233,84,84,07-27-2021,No
 WM,Raymond Paid,60790,IP00029104,84.24,84.24,07-27-2021,No
 WM,Raymond Paid,60790,IP00029105,85.2,85.2,07-27-2021,No
 UA,Raymond Paid,60790,V10328227,93.39,93.39,07-27-2021,Yes
 WM,Raymond Paid,60790,IP00029098,122.93,122.93,07-27-2021,No
 WM,Raymond Paid,60790,IP00029103,135.28,135.28,07-27-2021,Yes
 WM,Raymond Paid,60790,IP00029101,191.07,191.07,07-27-2021,Yes
 TSI,Raymond Paid,60790,V10328260,219.6,219.6,07-27-2021,No
 TSI,Raymond Paid,60790,V10328256,329.4,329.4,07-27-2021,No
 UA,Raymond Paid,60790,V10328205,438.9,438.9,07-27-2021,Yes
 WM,Raymond Paid,60790,V10328246,454.57,454.57,07-27-2021,No
 WM,Raymond Paid,60790,V10328245,458.61,458.61,07-27-2021,No
 UA,Raymond Paid,60790,V10328218,973.63,973.63,07-27-2021,Yes
 HD,Raymond Paid,60790,V10328288,1137.86,1137.86,07-27-2021,Yes
 HD,Raymond Paid,60790,V10328290,1879.17,1879.17,07-27-2021,Yes
 WM,Raymond Paid,60790,IP00029102,2363.72,2363.72,07-27-2021,Yes
 AZ,Raymond Paid,60790,V10328425,45,45,07-28-2021,No
 KH,Raymond Paid,60790,V10328384,172.5,172.5,07-28-2021,No
 KH,Raymond Paid,60790,V10328398,310.5,310.5,07-28-2021,No
 KH,Raymond Paid,60790,V10328383,552,552,07-28-2021,No
 AZ,Raymond Paid,60790,V10328400,557.72,557.72,07-28-2021,Yes
 AZ,Raymond Paid,60790,V10328424,766.47,766.47,07-28-2021,Yes
 HD,Raymond Paid,60790,V10328627,55,55,07-29-2021,No
 WM,Raymond Paid,60791,IP00029186,65.54,65.54,07-29-2021,No
 AZ,Raymond Paid,60790,V10328544,67.5,67.5,07-29-2021,No
 HD,Raymond Paid,60790,V10328473,75,75,07-29-2021,No
 HD,Raymond Paid,60790,V10328484,75,75,07-29-2021,No
 HD,Raymond Paid,60790,V10328494,75,75,07-29-2021,No
 HD,Raymond Paid,60790,V10328498,75,75,07-29-2021,No
 UA,Raymond Paid,60790,V10328454,84,84,07-29-2021,Yes
 UA,Raymond Paid,60790,V10328455,84,84,07-29-2021,No
 UA,Raymond Paid,60790,V10328456,84,84,07-29-2021,Yes
 UA,Raymond Paid,60790,V10328457,84,84,07-29-2021,No
 HD,Raymond Paid,60790,V10328474,85,85,07-29-2021,No
 HD,Raymond Paid,60790,V10328475,85,85,07-29-2021,Yes
 HD,Raymond Paid,60790,V10328476,85,85,07-29-2021,No
 HD,Raymond Paid,60790,V10328477,85,85,07-29-2021,No
 HD,Raymond Paid,60790,V10328480,85,85,07-29-2021,No
 HD,Raymond Paid,60790,V10328482,85,85,07-29-2021,No
 HD,Raymond Paid,60790,V10328483,85,85,07-29-2021,No
 HD,Raymond Paid,60790,V10328485,85,85,07-29-2021,No
 HD,Raymond Paid,60790,V10328486,85,85,07-29-2021,Yes
 HD,Raymond Paid,60790,V10328493,85,85,07-29-2021,No
 AZ,Raymond Paid,60790,V10328537,180,180,07-29-2021,No
 AZ,Raymond Paid,60790,V10328546,180,180,07-29-2021,No
 KH,Raymond Paid,60790,V10328547,241.5,241.5,07-29-2021,No
 HS,Raymond Paid,60790,V10328502,302.35,302.35,07-29-2021,No
 HD,Raymond Paid,60790,V10328698,304.04,304.04,07-29-2021,No
 PCS,Raymond Paid,60790,V10328637,405.59,405.59,07-29-2021,No
 AZ,Raymond Paid,60790,V10328660,450,450,07-29-2021,Yes
 HD,Raymond Paid,60790,V10328478,926.36,926.36,07-29-2021,Yes
 GS,Raymond Paid,60790,V10328665,1172.24,1172.24,07-29-2021,No
 HD,Raymond Paid,60790,V10328697,1251.07,1251.07,07-29-2021,Yes
 AZ,Raymond Paid,60790,V10328640,1264.98,1264.98,07-29-2021,No
 AZ,Raymond Paid,60790,V10328639,2348.78,2348.78,07-29-2021,No
 HS,Raymond Paid,60790,V10328504,2407.43,2407.43,07-29-2021,No
 WM,Raymond Paid,60790,V10328453,2995.2,2995.2,07-29-2021,No
 HD,Raymond Paid,60791,V30104188,55,55,07-30-2021,No
 AZ,Raymond Paid,60791,V30104209,59,59,07-30-2021,Yes
 AZ,Raymond Paid,60791,V30104211,59,59,07-30-2021,Yes
 AZ,Raymond Paid,60791,V30104212,59,59,07-30-2021,Yes
